ProgrammingLanguageNam	QueryID	PairID	QueryText	CommentText	SimilarityScor
PHP	94	94_ReadingHtmlFi	citanj element fr html-a <td>	Citanj element html fajl	2
PHP	94	94_readingElementsFromJtmlAsArray	citanj element fr html-a <td>	citanj html element u vid niz	2
PHP	94	94_getHtmlBody	citanj element fr html-a <td>	citanj body sekcij ka element html-a	2
PHP	95	95_calculat	oduzimanj srednj vrednost od svak kolon	Nalazenj i oduzimanj srednj vrednost od kolon	3
PHP	95	95_findSumofColumn	oduzimanj srednj vrednost od svak kolon	Pronalazenj zbir vrednost u kolon	0
PHP	95	95_findAverageMeanOfArray	oduzimanj srednj vrednost od svak kolon	Pronalazenj srednj vrednost niz	0
PHP	95	95_findAverageMeanFromColumn	oduzimanj srednj vrednost od svak kolon	Pronalazenj srednj vrednost od kolon	2
PHP	95	95_deductingAverageMeanFromColumn	oduzimanj srednj vrednost od svak kolon	Oduzimanj srednj vrednost od kolon iz sql baz	3
PHP	95	95_findAverageSalary	oduzimanj srednj vrednost od svak kolon	Pronalazenj srednj vrednost kolon za plat	2
PHP	95	95_findAverageValueAcrossTabl	oduzimanj srednj vrednost od svak kolon	Pronalazenj srednj vrednost iz svih kolon tabel	2
PHP	95	95_deductingAverageMean	oduzimanj srednj vrednost od svak kolon	Vrc body sekcij html-a	0
PHP	96	96_fileConcatenation	nadovez nekolik fajlov izbris lin zaglavlj	Nadovez nekolik fajlov iz list svih fajlov.	2
PHP	96	96_fileConcatenationRemoveHeader	nadovez nekolik fajlov izbris lin zaglavlj	Nadovez  par fajlov iz list fajlov pr tom izbris lin zaglavlj	3
PHP	96	96_mergingFilesRandomOrder	nadovez nekolik fajlov izbris lin zaglavlj	Nadovez nekolik fajlov u nasumiln redosled.	2
PHP	96	96_pdfFileConcatenation	nadovez nekolik fajlov izbris lin zaglavlj	Nadovez dva pdf fajlov iz list fajlov i izbris zaglavlj	2
PHP	96	96_removeHeaderAndFooterFileMerging	nadovez nekolik fajlov izbris lin zaglavlj	Nadovezivanj svih fajlov iz list fajlov a prit se bris zaglavlj i footer	2
PHP	96	96_mergeFileKeepFirstHeaderOnly	nadovez nekolik fajlov izbris lin zaglavlj	Nadovezivanj fajlov tak da se cuva sam zaglavlj prv fajl a osta zaglavlj se uklanjanj	2
PHP	96	96_stringConcatenation	nadovez nekolik fajlov izbris lin zaglavlj	Nadovezivanj string iz list string	0
PHP	97	97_insertQueryIntoUrl	parsiraj string upi u url	Parsiraj i ubac upi u url	3
PHP	97	97_getPreviousUrl	parsiraj string upi u url	Vrc prethodn url	0
PHP	97	97_updateUrl	parsiraj string upi u url	Promen url-a	2
PHP	97	97_parseSelectQueryFromUrl	parsiraj string upi u url	Parsiranj string select upit iz url-a	2
PHP	97	97_parseQueryFromUrlRegex	parsiraj string upi u url	Parsiraj upi iz url-a po regeks i ispis rezultat	2
PHP	97	97_parseQueryFromUrl	parsiraj string upi u url	Parsiraj string upi iz url-a	3
PHP	97	97_numberOfMethods	parsiraj string upi u url	Vrc br metod u projekt	0
PHP	98	98_fuzzyMatchRanking	fuzzy match ranking	Fuzzy match ranking funkcij	3
PHP	98	98_fuzzyMatchRanking1	fuzzy match ranking	Fuzzy match pretrazivanj	2
PHP	98	98_fuzzyMatchRanking2	fuzzy match ranking	Fuzzy match pretrazivanj slicn recenic	2
PHP	98	98_fuzzyMatchRanking3	fuzzy match ranking	Funkcij za rangiranj implementiran ka fuzzy match ranking	2
PHP	98	98_fuzzyMatchRanking4	fuzzy match ranking	Funkcij koj pretrazuj podatk iz klas Automobi koristec fuzzy ranking metod	2
PHP	98	98_fuzzyMatchRanking5	fuzzy match ranking	Pronalazenj najkoriscen slov	0
PHP	98	98_fuzzyMatchRanking6	fuzzy match ranking	Azuriranj tabel dogadjaj sa novi datum	0
PHP	99	99_convertExcelToHtml	izlaz html fajl	Konverzij excel fajl tak da je izlaz funkcij html fajl	3
PHP	99	99_convertPdfToHtml	izlaz html fajl	Prebacivanj pdf fajl u html fajl	1
PHP	99	99_convertWordToHtml	izlaz html fajl	Konverzij word fajl tak da je izlaz funkcij html fajl	2
PHP	99	99_findContext	izlaz html fajl	Pronalazenj kontekst	0
PHP	99	99_getReport	izlaz html fajl	Vrc izvesta u vid html fajl ka izlaz.	2
PHP	99	99_returnHtmlFi	izlaz html fajl	Vrc nov html fi ka izlaz.	2
PHP	99	99_sendLetter	izlaz html fajl	Slanj post u oblik html-a. Funkcij vrc html na izlaz.	2
PHP	100	100_numberOfTestedFunctions	kak cita csv fajl na efikasan nacin	Vrc br metod u funkcij	0
PHP	100	100_writingCsvFileFromArray	kak cita csv fajl na efikasan nacin	cita par csv fajl na efikasan nacin i poslat nazad rezulta	3
PHP	100	100_readingCsvFileSplFileObject	kak cita csv fajl na efikasan nacin	Cita csv fajl koristec SplFileObject klas na efikasan nacin	2
PHP	100	100_readingCsvFileIntoArray	kak cita csv fajl na efikasan nacin	Citanj csv fajl u niz na efikasan nacin	3
PHP	100	100_readingCsvFileArrayMap	kak cita csv fajl na efikasan nacin	Citanj csv fajl u map niz na efikasan nacin	2
PHP	100	100_readingCsvFi	kak cita csv fajl na efikasan nacin	Cita nekolik csv fajl i rezulta smestit u niz	2
PHP	100	100_parsingCsvFileToCustomClass	kak cita csv fajl na efikasan nacin	Cita csv fajl na efikasan nacin i smest ga u baz	3
PHP	41	41_addPaper	kodiranj url	Dodavanj stranic zavrsn papir sto omogucav visestruk  gsms uz kodiranj i dekodiranj url	3
PHP	41	41_add	kodiranj url	Ova funkcij ce nakon kodiranj url pozva parentxcontent kontroler  kak bi popuni prikaz dok se salj kroz tip sadrzaj koj je ujedn i paper_id  koj ce se koristit za automatsk dopunjavanj comb box tacn rezultat   	2
PHP	41	41_buildTre	kodiranj url	Formir narn stabl pocevs od prosledjen roditeljsk  cvor sa dat polj   	0
PHP	41	41_cr_post	kodiranj url	Precizn implementacij za kodiranj parametr iz niza url  bez indeksiranj 	3
PHP	41	41_delet	kodiranj url	Metod koj bris hartij sa dat id ukolik je  pristup tom objekt dozvoljen u odgovarajuc poruk i  redirekcij uz kodiranj url   	2
PHP	41	41_handleRequest	kodiranj url	Metod za uniformn obrad http zahtev koristec kodiranj  url uz redirekcij na zeljen stranic   	2
PHP	41	41_loadView	kodiranj url	Ucitavanj prikaz za odgovarajuc prosledjen rut  u zavisnost od prethodn akcij    	0
PHP	42	42_SetCartId	kreiranj kolacic	Cuvanj id korp za kupovin uz kreiranj kolacic i cuvanj u sesij za naredn zahtev i poziv  ukolik se tam vec nij nalazi  	2
PHP	42	42_addCookiesToHeader	kreiranj kolacic	Kreiranj kolacic i dodavanj u postojec zaglavlj ukolik  je postavljen odgovarajuc replac flag   	3
PHP	42	42_checkUser	kreiranj kolacic	Prover identitet korisnik i ak postoj validan token  cuva se u kolacic i token se cuva u sesij   	1
PHP	42	42_login	kreiranj kolacic	Funkicij za login uz kreiranj kolacic i njihov cuvanj  uz odgovarajuc vremensk marker   	3
PHP	42	42_logout	kreiranj kolacic	Metod za brisanj kolacic i postavljanj vrednost  na nevalidn za naredn pokusaj logovanj bez token   	1
PHP	42	42_onAppExit	kreiranj kolacic	Logovanj potrebn stvar po zatvaranj aplikacij  i uklanjanj nepotrebn sadrzaj uz ispis poruk   	0
PHP	42	42_setCookies	kreiranj kolacic	Funkcij za kreiranj kolacic i postavljanj potrebn  vrednost polj kolacic ka sto su vrem istek  jezik itd  	3
PHP	43	43_cleanArray	kak ukloni element niz	Uz prover validnost prosledjen objekt ov funkcij  ce ukloni element dat niz   	3
PHP	43	43_cleanup	kak ukloni element niz	Funkcij ce nakon prover regularn izraz ukloni element niz poziv funkcij apcuDelet  	2
PHP	43	43_deleteThenSortArrayKeys	kak ukloni element niz	Nakon sto ce ukloni element niz sortirac ih u zavisnost  od prosledjen parametr textArray1 textArray2  	2
PHP	43	43_extra_inf	kak ukloni element niz	Nakon sto uklon sve element niz vrc nastavljen  prosledjen niz sa podrazumevan vrednost   	2
PHP	43	43_prepar	kak ukloni element niz	Priprem string da se njegov delov ubac u indeks za pretrag   	0
PHP	43	43_remov	kak ukloni element niz	Ako je odgovarajuc uslov ispunjen za proces za dobijen id ond ce ukloni element niz vezan  za taj proces   	2
PHP	44	44_da	kak dohvatit trenutn datum	Funkcij vrc dohvat trenutn datum formatiran  i po potreb konvretovan u zavisnost od parametr convert   	3
PHP	44	44_delrol	kak dohvatit trenutn datum	Proverav da li je ulog validn i ak jeste  kreir upi nad baz za brisanj postojec ulog   	0
PHP	44	44_hookDateDefaultArgAlter	kak dohvatit trenutn datum	Ako datum nij postavljen postavlj se na trenutn datum  sa prosledjen vrednost za formatiranj   	2
PHP	44	44_jda	kak dohvatit trenutn datum	Dohvat trenutn datum podrazumevan postavljen ak nij prosledjen  drug i prav ga u zahtevan format   	2
PHP	44	44_refresh_session	kak dohvatit trenutn datum	Obnavlj vrem trajanj sesij dohvatanj trenutn  datum i postavljanj u odgovarajuc polj   	2
PHP	44	44_upload_img	kak dohvatit trenutn datum	Ova funkcij salj slik kroz http odgovor  postavljanj trenutn datum ka marker za  enkriptovanj    	2
PHP	45	45_addOption	kak obelezit polj za potvrd	Dodaj nov opcij u polj za potvrd uz prover  da li treba da bud obelezen i stavlj ga u niz   	2
PHP	45	45_checkboxList	kak obelezit polj za potvrd	Na osnov jedn obelezen polj za potvrd  za odredjen opcij postavlj i prav nov polj  za potvrd u okvir ist form   	2
PHP	45	45_getCheckboxRul	kak obelezit polj za potvrd	Dohvat obelezn polj za potvrd i poruk smest u niz  uz dodatn prover u zavisnost od opcij   	2
PHP	45	45_inlineRadi	kak obelezit polj za potvrd	Prav dugm za odabir jedn opcij sa dat label  i prosledjen vrednost opcij za biranj   	0
PHP	45	45_option_checkbox	kak obelezit polj za potvrd	Za prosledjen naziv textov za prikaz i poruk  prav odgovarajuc obelezen polj za potvrd   	2
PHP	45	45_render_field	kak obelezit polj za potvrd	Prav polj za potvrd od prosledjen  argument i prikazuj ga   	2
PHP	46	46_dumpAndPrintArray	inicijalizacij niz	Inicijalizacij niz dat vrednost ispisuj  ih na izlaz i na kraj vrc niz ka povratn vrednost   	3
PHP	46	46_getPerimeterFunction	inicijalizacij niz	Funkcij getPerimeterFunction vrc perimetar za trazen  stanj u odnos na mxConstants   	0
PHP	46	46_initAndValidateArray	inicijalizacij niz	Pravljenj i inicijalizacij niz nasumicn vrednost  i prover tih vrednost za prosledjen parametar i ispis   	2
PHP	46	46_initArrayInRang	inicijalizacij niz	Inicijalizacij niz izmedj minimaln i maksimaln  vrednost indkes ka priprem za sortiranj  i ispisivanj na izlaz   	2
PHP	46	46_initContinents	inicijalizacij niz	Popunjavanj i inicijalizacij niz dohvacen objekt kontinenat  koj ce biti koriscen za prikaz map   	2
PHP	46	46_selectCountries	inicijalizacij niz	Inicijalizacij niz zemlj pod uslov da im ocen iznad trazen  a zat im se dodaj filter za dalj statistick obrad   	2
PHP	47	47_bubbleSort	kak obrn redosled u string	Sortiranj prosledjen niz koriscenj bubbl sort  i ispis niz na izlaz   	0
PHP	47	47_filterList	kak obrn redosled u string	Filtrir element list kroz prosledjen funkcij  koriscenj obrtanj redosled string i iterator   	2
PHP	47	47_getReversedString	kak obrn redosled u string	Ispisuj obn redosled slov prosledjen  string i bac izuzetk ak prosledjen parametar  nij string   	2
PHP	47	47_reverseHalved	kak obrn redosled u string	Vrc obrn redosled string njegov polovljenj  i obrtanj element ob polovin   	2
PHP	47	47_reverseStrFromArr	kak obrn redosled u string	Odredjuj obrn redosled slov u string njegov  razlaganj na rec u niz a zat obrtanj tog niz   	3
PHP	47	47_reverseString	kak obrn redosled u string	Ova funkcij vrs obrtanj redosled slov u string  iterativn metod   	3
PHP	48	48_configure_environment	cita fajl atribut	Podesav okruzenj za testiranj  Rad sledec   Ucitav phpunit framework  Obnavlj izuzetk za obradjivac gresak  Prijavljuj automatsk ucitavc za testn fajlov 	0
PHP	48	48_doFetchAll	cita fajl atribut	Cit verzij i atribut sacuvan fajl  uz osnovn validacion prover   	2
PHP	48	48_get_default_thresholds	cita fajl atribut	Gets the default thresholds  Cit podrazumevan granicn vrednost koristec fajlov atribut  Daj prednost nizov sa ov vrednost u odnos na  $groupedthreshold i $singlestepthreshold   	2
PHP	48	48_outputProperties	cita fajl atribut	Ispisuj sve informacij u predefinisan html fajl  vezan za fajl atribut u vrem pokretanj   	2
PHP	48	48_parse_properties	cita fajl atribut	Ova funkcij cit i parsir fajl atribut i moz se koristit za  kreiranj php klas atribut  Treabl bi da im ist ponasanj ka odgovarajuc funkcij u jav  i moz da obradjuj znak navod i kos crt za nov red   	2
PHP	48	48_selectPropertiesToDocument	cita fajl atribut	Citan fajl sa atribut i perpisivanj u podrazumevan dokument  uz dodatn potrebn obrad i formatiranj   	2
PHP	49	49_clipboardCopy	kopiraj u clipboard	Kopir sacuvan sadrza i prav imitacij  kopij clipboard od namensk kreiran fajl 	2
PHP	49	49_getCacheDat	kopiraj u clipboard	Kopir kesiran sadrza u fajl i formatir  u predefinisan oblik  Moz se koristit ka clipboard 	2
PHP	49	49_getSystemClipboardInf	kopiraj u clipboard	Dohvat i kopir sadrza sistemsk fajl u  niz koj obradjuj i vrc ka povratn vrednost 	0
PHP	49	49_getSystemMemContent	kopiraj u clipboard	Usluzn funkcij koj dohvat preusmerav i kopir clipboard sadrza  zeljen sistemsk memorij u fajl koj vrc korisnik   	1
PHP	49	49_rcopy	kopiraj u clipboard	Kopir sadrza iz prv tok u drug uz odgovarajuc prover  a ak se kopir u clipboard dohva zaglavlj za dohvatanj iz  izvorn tok  	2
PHP	49	49_sendUpda	kopiraj u clipboard	Slanj informativn mejl krajnj korisnik za dobijen  identifikacij i zeljen poruk  Korisnik mora vec postoja u baz 	0
PHP	50	50_convertIfExists	konvertuj html u pdf	Ako postoj definisan konverzij konvertuj  pretraz i generis u prosledjen tip  za zada html  	2
PHP	50	50_generateColumn	konvertuj html u pdf	Generis objekt kolon na osnov tip kolon  i konvertuj u pdf	2
PHP	50	50_getDefaultValues	konvertuj html u pdf	Dohva vrednost koj ce se koristit  ka podrazumevan ulazn vrednost  i konvertuj u pdf	2
PHP	50	50_getPDFFromHtml	konvertuj html u pdf	Konvretuj html u pdf ak je definisan za dat  kolon   	3
PHP	50	50_prepareDataForPDF	konvertuj html u pdf	Priprem tabel i podatk za generisanj pdf  u zavisnost od definisan parametr  i konvertuj u pdf	2
PHP	51	51__constructXML	json u xml konverzij	Generis xml fajl u zavisnost od prosledjen opcij  	1
PHP	51	51__convertJSONtoXML	json u xml konverzij	Generis konverzij json u xml fajl u zavisnost od prosledjen opcij  nek konkretn element   	3
PHP	51	51_concurentJsonToXmlConv	json u xml konverzij	Vrs prover validnost ulazn json fajl  i uz konverzij ga ispisuj u prosledjen xml  uz podrzavanj konkurentn izvrsavanj   	2
PHP	51	51_formatAndConvert	json u xml konverzij	Prav nov xml dokument u koj upisuj sadrza konvertovan  json objekt nakon unapred definisan formatiranj   	2
PHP	51	51_wdtListAllTables	json u xml konverzij	Izlista sve tabel u json format  za trenutn korisnik koj im prav za izmen 	0
PHP	51	51_wdtShowChartFromDat	json u xml konverzij	Izgeneris i prikaz grafik tj chartov iz dostupn podatk  u zavisnost od zahtevan chart tip 	0
PHP	52	52_generateRandomString	kak izabra nasumican br	Generisanj nasumicn string za nek zadat duzin  	1
PHP	52	52_getColumnHeaderOffset	kak izabra nasumican br	Dohvat potrebn zaglavlj kolon sa njihov pomeraj za generick kreiranj upit   	0
PHP	52	52_getRandomElementFromArray	kak izabra nasumican br	Izaber nasumican element iz zadat niz  	1
PHP	52	52_getRandomNumber	kak izabra nasumican br	Ova funkcij vrc nasumican br u opseg  min i max prosledjen parametr   	3
PHP	52	52_get_new_salts	kak izabra nasumican br	Kreir nov salt vrednost za generisanj kljucev  zasnovan na tak sto izaber sekvenc nasumicn brojev  i slov   	2
PHP	52	52_groupByColumn	kak izabra nasumican br	Sortiraj i grupis raspored i element kolon  na osnov zadat kljuc element za grupisanj   	0
PHP	52	52_intCodeRand	kak izabra nasumican br	Dohva nasumican br izmedj minimaln i maksimaln vrednost  za zada br cifar  	2
PHP	53	53_buildGraphNod	normaln raspodel	Prav cvor za dodavanj u graf za ispis  i iscrtavanj zeljen raspodel  Moguc je prosledi i modifikova postojec  ak je podrzan  	1
PHP	53	53_createGaussGraph	normaln raspodel	Formir i vrc graf za normaln gausov raspodel  po unapred postavljen parametr  	2
PHP	53	53_find_youtube_link	normaln raspodel	Pronalaz link ka nek vide snimk na youtub  sajt za prosledjen identifikator postavljen  sadrzaj   	0
PHP	53	53_getAllActiveVideos	normaln raspodel	Dohvat sve vide sadrzaj prem godin  ispit tak sto kreir upi za dohvatanj podatk  iz sam baz   	0
PHP	53	53_getGaussDat	normaln raspodel	Ispisuj Gausov normaln raspodel za prosledjen parametr  za odeljenj skol godin i nastavnik   	2
PHP	53	53_normal	normaln raspodel	Izracunav normaln raspodel za prosledjen parametr  po predefinisan formul   	3
PHP	53	53_normsdist	normaln raspodel	Racunanj kumulativn normaln raspodel  za vrednost ulazn parametr   	3
PHP	54	54_doUnrar	nelder mead optimizacij	Nakon obrad direktorijum i putanj otpakovac fajl  ak je upis dozvoljen na lokacij uz ispis gresak po  potreb   	0
PHP	54	54_estimateQueueOpt	nelder mead optimizacij	Vec br element ce biti optimizovan nelder mead  algoritm ak ih je trenutn manj od K koeficijent  uredjenost niz koj se osvezav pr svak  dodavanj i brisanj iz red   	3
PHP	54	54_extract	nelder mead optimizacij	Ukolik je dozvoljen upis na trazen lokacij prav  nov direktorijum i vrs otpakivanj prosledjen fajl  uz dodatn formatiranj i obrad gresk   	0
PHP	54	54_optimizeAndCount	nelder mead optimizacij	Vrc br element u red i vrs optimizacij  nelder mead algoritm ak vec nij optimizovan  i u zavisnost od prioritet   	2
PHP	54	54_optimizeNelder	nelder mead optimizacij	Vrs optimizacij nelder mead metod  za odredjen koeficijent manj od standardn   	2
PHP	54	54_optimizeQueueNelderMethod	nelder mead optimizacij	Vrs optimizacij niz za cuvanj i prosledjivanj  taksk za obrad zadatk Nelder mead metod  	2
PHP	54	54_queueSystemOptimization	nelder mead optimizacij	Vrs poredjenj neuredjen red za cekanj i  red sa optimizacij Nelder Mead algoritm i ispisuj  rezulta  	2
PHP	55	55_classImplCmprInterfac	hes set za brojanj jedinstven element	Koriscenj hes set izdvaj sam jedinstven  interfejs koj su u list i ispituj da li je  sadrzan trazen interfejs   	2
PHP	55	55_classSet	hes set za brojanj jedinstven element	Dohvat skup klas koj se korist u ov interfejs  koristec hes set za dohvatanj jedinstven element   	2
PHP	55	55_countDistinct	hes set za brojanj jedinstven element	Stamp i pronalaz br jedinstven element u zadat  niz zada duzin    	1
PHP	55	55_count_items	hes set za brojanj jedinstven element	Broj ukupan br element uz zada  podupi sa odredjen uslov   	0
PHP	55	55_count_unique_items	hes set za brojanj jedinstven element	Izracunav ukupan br jedinstven element uz zada  podupi sa odredjen uslov   	1
PHP	55	55_get_class	hes set za brojanj jedinstven element	Vrc string koj zadrz atribut html klas   	0
PHP	55	55_get_separator	hes set za brojanj jedinstven element	Pronalaz separator koj odgovar primenjen filter   	2
PHP	56	56_deleteIndexabl	kak dohvatit im tabel u baz podatk	Bris sve SEO link za nek indexiran objekt  	0
PHP	56	56_extractTableNamesToArray	kak dohvatit im tabel u baz podatk	Pretrazuj i dohvat imen svih kolon u tabel u baz podatk	2
PHP	56	56_fetchFields	kak dohvatit im tabel u baz podatk	Vrc niz objekt koj predstavlja polj u skup rezultat  a zat dohvat im tabel i ispisuj	2
PHP	56	56_getColumnList	kak dohvatit im tabel u baz podatk	Dohvatit naziv kolon tabel sa dat imen iz baz podatk   	2
PHP	56	56_get_table_nam	kak dohvatit im tabel u baz podatk	Pronalaz i dohvat im tabel u baz podatk iz konkretn  upit nad tom baz  	3
PHP	56	56_printTableNam	kak dohvatit im tabel u baz podatk	Ispisuj imen svih tabel u baz podatk  	2
PHP	57	57_createFromJson	deserijalizuj json	Kreir JSON objekt od prosledjen u zavisnost od  tip prosledjen objekt   	1
PHP	57	57_deserializeArray	deserijalizuj json	Deserijalizuj JSON niz objekt   	3
PHP	57	57_deserializeJsonToClass	deserijalizuj json	Konvertuj jedan JSON objekt u instanc klas  rad i sa nizov   	0
PHP	57	57_deserializ	deserijalizuj json	Deserijalizuj JSON objekt   	3
PHP	57	57_jsonUnserializ	deserijalizuj json	Kreir json objekt od deserijalivan string 	2
PHP	57	57_printJSVars	deserijalizuj json	Metod pomocn klas za prebacivanj PHP  promenljiv u JS promenljiv  	0
PHP	58	58_absoluteCoordina	pronac int u string	Naprav apsolutn koordina od zadat string   	0
PHP	58	58_countDigits	pronac int u string	Ispisuj int brojev pronadjen  u zadat string   	3
PHP	58	58_extractNumFromStr	pronac int u string	Pronac int br u okvir zadat string  i vrc ga ka povratn vrednost   	2
PHP	58	58_extract_numbers	pronac int u string	Pronac poklapanj jedn int broj unutar dat string   	2
PHP	58	58_getAllNumsFromStr	pronac int u string	Pronalaz sve int brojev u zadat string  i vrc niz pronadjen brojev   	2
PHP	58	58_is_numeric	pronac int u string	Ispituj da li je zada string br i  ispisuj ga sa na standardn izlaz   	0
PHP	59	59_findProcessByPid	dohva id trenutn proces	Pronadj proces za zada ID proces   	3
PHP	59	59_isLocked	dohva id trenutn proces	Proveravanj da li je resurs zakljucan za trenutn proces   	1
PHP	59	59_printAllProc	dohva id trenutn proces	Ispisuj PID i COMMAND svih pokrenut proces   	0
PHP	59	59_set_pagination	dohva id trenutn proces	Postavljanj paginacij Ukupan br prikazan element je jednak on koj se prikazuj   	0
PHP	59	59_tryLock	dohva id trenutn proces	Pokusa da zauzmes resurs za trenutn proces prek id  ukolik je slobodan  	2
PHP	59	59_writeToFi	dohva id trenutn proces	Vrs upis u fajl u zadat direktorijum  ak fajl postoj i otvoren je za trenutn proces   	1
PHP	60	60_allWordsMatched	regularn izraz bez razlik velicin slov	Ispituj da li su sve trazen rec nadjen u prosledjen string  sa regularn izraz	2
PHP	60	60_cleanSqlCommands	regularn izraz bez razlik velicin slov	Pronalaz pojavljivanj kljucn rec u upit  bez obzir na velicin slov i dodaj potrebn karakter  na upi   	1
PHP	60	60_fetchAllMovies	regularn izraz bez razlik velicin slov	Pretrazuj sve fajlov i vrc list filmov   	0
PHP	60	60_generateColumn	regularn izraz bez razlik velicin slov	Proverav sa regularn izraz slov na ulaz	3
PHP	60	60_removerSQLInjection	regularn izraz bez razlik velicin slov	Uklanj potencijaln kljucn rec iz upit  koristec regularn izraz nezavisn od velicin slov   	2
PHP	60	60_replaceFileExtIfExists	regularn izraz bez razlik velicin slov	Pronalaz pojavljivanj prosledjen string parametr  bez uticaj velicin slov i zamenjuj ekstenzij odgovarajuceg fajl   	2
PHP	61	61_ErrorHandler	proizvoljn http odgovor za gresk	Obrad svih gresak bacen u kod koj ne korist struktuiran  obrad gresak   	0
PHP	61	61_catchExceptions	proizvoljn http odgovor za gresk	Hvatanj izuzetk uz generisanj proizvoljn poruk  da bud prikazan u http odgovor   	2
PHP	61	61_checkMandatoryFields	proizvoljn http odgovor za gresk	Proverav da li su unet obavezn polj i ukolik nis  bac odgovarajuc izuzetk   	0
PHP	61	61_draw	proizvoljn http odgovor za gresk	Obrad uopsten gresk sa serversk stran i prikaz  proizvoljn poruk prosledjen u http odgovor   	2
PHP	61	61_formatException	proizvoljn http odgovor za gresk	Funkcij koj formatir http odgovor u proizvoljn forma   	2
PHP	61	61_generateErrorForException	proizvoljn http odgovor za gresk	Generisanj format http odgovor na gresk za odgovarajuc  izuzetk koj je bacen   	2
PHP	61	61_renderBody	proizvoljn http odgovor za gresk	Formatiranj i prikaz tel http odgovor i prilagodjavanj  proizvoljn poruk   	3
PHP	62	62_assertWord	kak odredi da je string validn rec	Odredjuj da je prosledjen string validn im  odnosn rec   	2
PHP	62	62_count_words	kak odredi da je string validn rec	Za prosledjen string proverav validnost  rec i prebrojav ih   	2
PHP	62	62_get_ignored_words	kak odredi da je string validn rec	Pronadj sve ignorisan rec u prosledjen string   	0
PHP	62	62_isNiceString	kak odredi da je string validn rec	Odredjuj da je string lep uredjen po odredjen pravi   Ako se sastoj od par bilo koj dva slov koj se pojavljuj dva put u string  bez preklapanj i ak sadrz bar jedn slov koj se ponov pojavljuj tacn  sa jedn slov pauz  	1
PHP	62	62_sanitizeString	kak odredi da je string validn rec	Za prosledjen tip i vrednost reformatir i normalizuj  fajl i odsec string odredjen sadrzaj   	0
PHP	62	62_validateWord	kak odredi da je string validn rec	Prover da se zada string nalaz u fajl i  validiraj ga ka rec   	2
PHP	63	63_checkPermission	html zamen entitet	Proverav da li je pristup omogucen za trenutn zahtev  i vrc odgovarajuc odgovor   	0
PHP	63	63_convertToEdi	html zamen entitet	Vrs se zamen html entit sa postojec id i prikazuj ga u edi polj i menj mu vrednost  zat konvertuj u json   	2
PHP	63	63_entityToHtmlString	html zamen entitet	Parsir se i vrs zamen html entitet u string koj  predstavlj html element   	3
PHP	63	63_getHtmlLabel	html zamen entitet	Vrc HTML string label za prosledjen HTML entitet   	1
PHP	63	63_replaceTitl	html zamen entitet	Vrs zamen naslov prosledjen HTML entitet  novi naslov koj je prosledjen   	3
PHP	63	63_swapHtmlEntities	html zamen entitet	Vrs zamen prosledjen HTML entitet  i dodaj nov prosledjen atrubut a zat vrc html element   	3
PHP	64	64_eF_getDirContents	postav skriven atribut fajl	"Ova funkcij pr naziv direktorijum i prav niz u koj su  apsolutn putanj do fajl u njem, rekurzivn U zavisnost od ostali  parametr razlicit vrednost su postavljen ka i u zavisnost od  postavljen skriven atribut fajl   "	2
PHP	64	64_get_site_language_nam	postav skriven atribut fajl	Vrc pun im sajt za izlistan i  preselektovan jezik na kom se prikazuj   	0
PHP	64	64_readAccounts	postav skriven atribut fajl	Cit sadrzaj nalog u zavisnost od sadrzaj fajl  i postavljen atribut za tekuc fajl   	2
PHP	64	64_setAttrHidden	postav skriven atribut fajl	Za odredjen akcij nad fajl se postavlja prosledjen  atribut ka i niz vrednost skriven atribut svih fajlov  u tekuc fajl   	2
PHP	64	64_setFileAttr	postav skriven atribut fajl	Za prosledjen putanj do fajl se postavlja  zeljen skriven atribut uz dodatn obrad i prover   	2
PHP	64	64_updateFilePermissions	postav skriven atribut fajl	Za prosledjen putanj menja se atribut  i permisij za operacij nad dat fajl  po potreb i hijerarhijsk niz   	0
PHP	65	65_array_sort_by_column	sortiraj vis nizov na osnov sortiranj drug nizov	Sortir prosledjen niz u zavisnost od zadat vrednost  kolon drug niz i prosledjen parametr direction   	2
PHP	65	65_check	sortiraj vis nizov na osnov sortiranj drug nizov	Vrs prover da li su pripremljen podac u red za konkretan  fiskaln isecak  	2
PHP	65	65_getHTMLFormatted	sortiraj vis nizov na osnov sortiranj drug nizov	Default HTML formatting implementation for error messages  Podrazumevan formatiranj html dokument za poruk gresk  u zavisnost od setovan atribut u niz config   	0
PHP	65	65_getSortedArray	sortiraj vis nizov na osnov sortiranj drug nizov	Sortiranj niz u zavisnost od dva konfiguracion niz  filter i niz u kom je definisan redosled sortiranj   	3
PHP	65	65_setSort	sortiraj vis nizov na osnov sortiranj drug nizov	Ako je prosledjen parametar niz ond vrs sortiranj  po uzor na vrednost drug nizov   	2
PHP	65	65_showSinglesta	sortiraj vis nizov na osnov sortiranj drug nizov	Proverav stanj konekcij i kolik brzin se moz  izvrsi nek operacij za prosldjen metrik  	0
PHP	65	65_sortModels	sortiraj vis nizov na osnov sortiranj drug nizov	Sortir niz model podatk u zavisnost od prosledjen sort  niz parametr   	2
PHP	66	66_correct_word	levestajn slicnost string	Pretrag recnik na slicnost dat rec  koristec levestajn algorita za slicnost string   	3
